,to,tokenId,block_transac,from,tokenId,block_prev
1,0x0ca0d53e88e2ac135958a55c3f2dad75aed227e5,0x0bc2,12194495,0x0af8cc09df6359df62963d9ab4b739b87ed4d7fb,0x0bc2,5774495.0
2,0x6feeb0f29bc362db1b9f404d726284bdbeb532fe,0x0bc2,12814495,0x0ca0d53e88e2ac135958a55c3f2dad75aed227e5,0x0bc2,12194495.0
3,0x7988b8f74c4b5f60297fdd5e8943cf6b3de48da1,0x0bc2,12194495,0x6feeb0f29bc362db1b9f404d726284bdbeb532fe,0x0bc2,12814495.0
4,0xa1c9ce6e959388955e48f0890cbadae6190fd5df,0x0bc2,19044495,0x7988b8f74c4b5f60297fdd5e8943cf6b3de48da1,0x0bc2,12194495.0
5,0xc2cf712343dbe96b83ed3cd394977c47b69a64da,0x0bc2,10394495,0xa1c9ce6e959388955e48f0890cbadae6190fd5df,0x0bc2,19044495.0
6,0xe4f3cc458a909c8f11956384fcf48e926bd852e7,0x0bc2,13164495,0xc2cf712343dbe96b83ed3cd394977c47b69a64da,0x0bc2,10394495.0
7,0xe72eb31b59f85b19499a0f3b3260011894fa0d65,0x0bc2,12287495,0xe4f3cc458a909c8f11956384fcf48e926bd852e7,0x0bc2,13164495.0
1,0x34f4ade6c3dd2350c021f7cc340f6172ba3c0761,0x1406,12194495,0x12d1b76162550e3d7c1c6ffd344bbef705d524ac,0x1406,18764495.0
2,0x3a844195fefd2dd02ba61f5a2de45a95bba0cb5a,0x1406,10174495,0x34f4ade6c3dd2350c021f7cc340f6172ba3c0761,0x1406,12194495.0
3,0x5bd2b53cb6b51b4bda9a23ef46b76a501ad12e63,0x1406,13164495,0x3a844195fefd2dd02ba61f5a2de45a95bba0cb5a,0x1406,10174495.0
4,0xc35a5fec6be6957899e15559be252db882220b37,0x1406,10394495,0x5bd2b53cb6b51b4bda9a23ef46b76a501ad12e63,0x1406,13164495.0
5,0xdb1fd26788f6027aa25697342c2cae3f51d7f5fe,0x1406,12194495,0xc35a5fec6be6957899e15559be252db882220b37,0x1406,10394495.0
6,0xed98464bda3ce53a95b50f897556bede4316361c,0x1406,12984495,0xdb1fd26788f6027aa25697342c2cae3f51d7f5fe,0x1406,12194495.0
7,0xfc686b85f1638788c43f6f31fd8b0a34fa9fd511,0x1406,12814495,0xed98464bda3ce53a95b50f897556bede4316361c,0x1406,12984495.0
8,0xfcc6bc9d3d5fcbfe6ceb548074dc2ac3be41b537,0x1406,13374495,0xfc686b85f1638788c43f6f31fd8b0a34fa9fd511,0x1406,12814495.0
1,0x7d438bf6567673867480b7923669bf349e6c8c12,0x11ae,7644495,0x72c783190ea1b99cfd0a02b625279f85696e2a4b,0x11ae,11784495.0
2,0xc4eab1eaacbf628f0f9aee4b7375bde18dd173c4,0x11ae,10394495,0x7d438bf6567673867480b7923669bf349e6c8c12,0x11ae,7644495.0
1,0xc55166f1369535a01b63722eb8be1dc46317778c,0x15a8,10394495,0x865c964edc75e0f1f5c0631ea068baac2e490e57,0x15a8,11581495.0
1,0x2a48b96478611845d7453d4fafb109069ea9e96b,0x081c,13374495,0x18f2368ab4816dd390e894a9a5b14a5e6dabf88c,0x081c,13824495.0
2,0xab61cc776cc19af7e99d3ba4539435311fa74e8a,0x081c,12217495,0x2a48b96478611845d7453d4fafb109069ea9e96b,0x081c,13374495.0
3,0xc69ae428f6049e78d445f053d2c1df879c59b34c,0x081c,10394495,0xab61cc776cc19af7e99d3ba4539435311fa74e8a,0x081c,12217495.0
4,0xe301612b0751f6d862a27be205fb8e3c40c8c6db,0x081c,12331495,0xc69ae428f6049e78d445f053d2c1df879c59b34c,0x081c,10394495.0
1,0xc76df8a6cbf7858213bae55829283172f4643c72,0x101d,10394495,0x05c6df5d4cc1158629ffef15d67e34eee73a77b2,0x101d,13374495.0
2,0xd2dea18d040152c580f29195b29670633b0c9796,0x101d,15134495,0xc76df8a6cbf7858213bae55829283172f4643c72,0x101d,10394495.0
3,0xe0908c4bb4fb2041dff71e87e1f76ac4c4cc625f,0x101d,18764495,0xd2dea18d040152c580f29195b29670633b0c9796,0x101d,15134495.0
1,0x2235cd349113837ffc6d3e41ad8f64a84f3d20e5,0x25d6,11949495,0x2044f823a42024aa09c1534a14b32fbfb97bc342,0x25d6,12194495.0
2,0x88cc05c35548573945735e098e1cad87c0dd174a,0x25d6,12914495,0x2235cd349113837ffc6d3e41ad8f64a84f3d20e5,0x25d6,11949495.0
3,0xc6c3f9cd868bc67a6a3fc6ac115da20d0f7f0f37,0x25d6,18764495,0x88cc05c35548573945735e098e1cad87c0dd174a,0x25d6,12914495.0
4,0xc7a024df387621e7065a549fd643367b85c8d2aa,0x25d6,10394495,0xc6c3f9cd868bc67a6a3fc6ac115da20d0f7f0f37,0x25d6,18764495.0
5,0xe5423d0f7a99ea90b76f972bbfe0d8f585395acb,0x25d6,14294495,0xc7a024df387621e7065a549fd643367b85c8d2aa,0x25d6,10394495.0
1,0x2f1cfeb34c9074c70ce40feb47990d96729000e6,0x099a,12217495,0x0371bc3b892c5a7a38894ea3c8d16719758da516,0x099a,14674495.0
2,0x8b51c1ba09ee33e7649cac62ccb6d0f410f5647a,0x099a,12194495,0x2f1cfeb34c9074c70ce40feb47990d96729000e6,0x099a,12217495.0
3,0x9d9de0f6410a89c5334d5221b4f2104ac87f16c0,0x099a,14294495,0x8b51c1ba09ee33e7649cac62ccb6d0f410f5647a,0x099a,12194495.0
4,0xb532872296e2a72299ba304c2f9251b3ee4d6ef0,0x099a,13115495,0x9d9de0f6410a89c5334d5221b4f2104ac87f16c0,0x099a,14294495.0
5,0xc35a5fec6be6957899e15559be252db882220b37,0x099a,11890495,0xb532872296e2a72299ba304c2f9251b3ee4d6ef0,0x099a,13115495.0
6,0xc7e25ee74cf4cf0d71a9bb75adb273e8095857f1,0x099a,10394495,0xc35a5fec6be6957899e15559be252db882220b37,0x099a,11890495.0
7,0xd384dad5d318490e33170386772175da1ec68e34,0x099a,17704495,0xc7e25ee74cf4cf0d71a9bb75adb273e8095857f1,0x099a,10394495.0
8,0xe7d8f0e9fc87cf1adce42bbc47d1c0ec1f8c40d3,0x099a,18764495,0xd384dad5d318490e33170386772175da1ec68e34,0x099a,17704495.0
1,0xc8b3ef8b1cabc47caa47da9a60efc7df9920ba72,0x1fc2,10394495,0x287bd65a38d26f8c6008abec8e7434aab950d823,0x1fc2,9544495.0
1,0x914f4d27761edba6926fb02f984f430f183220ed,0x1696,13374495,0x18a78064574198ea49a3892736d35ea7a99aef19,0x1696,12814495.0
2,0xc8c4ab6e1e7dcc4e2957244baba86ed937dc0ee8,0x1696,10394495,0x914f4d27761edba6926fb02f984f430f183220ed,0x1696,13374495.0
1,0x644a0884dc50d06b04cfcc2ad65949c6aa5e8cc4,0x0c71,13104495,0x62bdc64a14405e797f86796ea3c2476209ee0bf9,0x0c71,13081495.0
2,0x6f493be1ca0d207aa91ea2718f6c733805b64275,0x0c71,13164495,0x644a0884dc50d06b04cfcc2ad65949c6aa5e8cc4,0x0c71,13104495.0
3,0x78b58e4197c04d320a33c582ecc3e7e885f26a58,0x0c71,13054495,0x6f493be1ca0d207aa91ea2718f6c733805b64275,0x0c71,13164495.0
4,0xb44bc877b51032cd94e6899b99f1632fecbb7fbc,0x0c71,18764495,0x78b58e4197c04d320a33c582ecc3e7e885f26a58,0x0c71,13054495.0
5,0xc9f5654e2f1bd05255e2fa048de7d10acdb8c382,0x0c71,10394495,0xb44bc877b51032cd94e6899b99f1632fecbb7fbc,0x0c71,18764495.0
1,0x1cce316fddae4ead3c21ee96f5db594db047dd1d,0x1c95,14294495,0x0eea97d287eeaaa1ac2e633978884afac5eafff9,0x1c95,13334495.0
2,0x49705967e4a9e3688a393e88eea088562c56ee1f,0x1c95,13164495,0x1cce316fddae4ead3c21ee96f5db594db047dd1d,0x1c95,14294495.0
3,0x6dea2b37104cb35de11acdd5e2068835eaa1f392,0x1c95,13324495,0x49705967e4a9e3688a393e88eea088562c56ee1f,0x1c95,13164495.0
4,0x86f39177283138fd6f5e344dfb78675ba4759ada,0x1c95,11944495,0x6dea2b37104cb35de11acdd5e2068835eaa1f392,0x1c95,13324495.0
5,0xc77fa6c05b4e472feee7c0f9b20e70c5bf33a99b,0x1c95,13374495,0x86f39177283138fd6f5e344dfb78675ba4759ada,0x1c95,11944495.0
6,0xca1e7d1ecc5655df43f9b20b815c5c6f7936512f,0x1c95,10394495,0xc77fa6c05b4e472feee7c0f9b20e70c5bf33a99b,0x1c95,13374495.0
7,0xe9489d0ab4f02f9159d55cc2339de98e23d83b9c,0x1c95,18764495,0xca1e7d1ecc5655df43f9b20b815c5c6f7936512f,0x1c95,10394495.0
1,0xca4a5ba3650b6eecb99e33f81659036c5f7794e7,0x1b13,10394495,0x927635591fd15026144604f223c2313e5909c609,0x1b13,10964495.0
1,0x5bee2b0e902db594be8a9beb8e20f0be0f370c6d,0x1d22,18764495,0x44b963cc2ebe639615cd6741baadc3a094750f78,0x1d22,12194495.0
2,0xa31f5bd5cc1e975a3791015237951f9d6073c42e,0x1d22,10594495,0x5bee2b0e902db594be8a9beb8e20f0be0f370c6d,0x1d22,18764495.0
3,0xcaf789e911c357a122579e32c5a5dc9faf49cffe,0x1d22,10394495,0xa31f5bd5cc1e975a3791015237951f9d6073c42e,0x1d22,10594495.0
4,0xf9dde1fed9a7ff50fdcfa72b8d9e0d4c7609d532,0x1d22,10174495,0xcaf789e911c357a122579e32c5a5dc9faf49cffe,0x1d22,10394495.0
1,0xcb5fba4419abc4d7c11af0c24ba0f2e555407f5b,0x0aba,10394495,0x94a081cdb111f2b9c7192e712baef7de17866d63,0x0aba,18764495.0
1,0xcb832de0c1f2501fbd19ee48f801d3d729fd4d04,0x0744,10394495,0x14e0c25b35a0fe5c62bb8eb0c8064e6fae290f8e,0x0744,10944495.0
2,0xcbc6234dc81d263297b8b03fd31bae888f06f00f,0x0744,18764495,0xcb832de0c1f2501fbd19ee48f801d3d729fd4d04,0x0744,10394495.0
3,0xedf7b675a2fe3c27efb263fb4c204a3f0fb17d46,0x0744,14294495,0xcbc6234dc81d263297b8b03fd31bae888f06f00f,0x0744,18764495.0
4,0xefffdc05e7c5b305fbd504366b01f2d6424cb8c4,0x0744,15740495,0xedf7b675a2fe3c27efb263fb4c204a3f0fb17d46,0x0744,14294495.0
1,0xcc81b4631c4b321421267c1d4b43e7b2d7c52a23,0x0892,10394495,0x1dc5eefe2d20d1ab0db794a4236df147c0f60921,0x0892,11214495.0
1,0xa6df791ff616dc5418ebd045338cdcbe19f242ee,0x205a,12384495,0x40fb7b5062d5f776be23a0c4d1fe43dae34f8477,0x205a,18764495.0
2,0xcd879e8fa1e9b08de8dacd5a16ec72a7505cd0cc,0x205a,10394495,0xa6df791ff616dc5418ebd045338cdcbe19f242ee,0x205a,12384495.0
3,0xf453c52477631af62f8a485a8198c163c04fc6e0,0x205a,14294495,0xcd879e8fa1e9b08de8dacd5a16ec72a7505cd0cc,0x205a,10394495.0
1,0xce810c1ca6390063aca6c16adc095b2f0603c4ba,0x085d,10394495,0x3422322c561bfa63207834996791c63dc0bc9cf7,0x085d,12194495.0
1,0x77ce19a2c22fa64127bfdd6c7761fe43f78e5305,0x0670,14294495,0x56e52be7e586c90248936566f7e686e9e1c855cd,0x0670,12194495.0
2,0x989cd4a3a88c86300726edb5d5516a517ed47599,0x0670,14988495,0x77ce19a2c22fa64127bfdd6c7761fe43f78e5305,0x0670,14294495.0
3,0xc36817163b7eaef25234e1d18adbfa52105ae510,0x0670,11974495,0x989cd4a3a88c86300726edb5d5516a517ed47599,0x0670,14988495.0
4,0xc9ff792d842ce164478d810437834725e4aa330e,0x0670,14884495,0xc36817163b7eaef25234e1d18adbfa52105ae510,0x0670,11974495.0
5,0xcee40be348d2d29cec6248ad2d7a9bc63d5dc895,0x0670,10394495,0xc9ff792d842ce164478d810437834725e4aa330e,0x0670,14884495.0
6,0xf3860788d1597cecf938424baabe976fac87dc26,0x0670,9124495,0xcee40be348d2d29cec6248ad2d7a9bc63d5dc895,0x0670,10394495.0
1,0x35e551d687876a964dbe157dac622d31935bb623,0x09ac,11083495,0x0b8f4c4e7626a91460dac057eb43e0de59d5b44f,0x09ac,12194495.0
2,0x398646e26814c67edd6f49da25c121be0cf96c40,0x09ac,12044495,0x35e551d687876a964dbe157dac622d31935bb623,0x09ac,11083495.0
3,0x629cd43eaf443e66a9a69ed246728e1001289eac,0x09ac,11254495,0x398646e26814c67edd6f49da25c121be0cf96c40,0x09ac,12044495.0
4,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,0x09ac,10394495,0x629cd43eaf443e66a9a69ed246728e1001289eac,0x09ac,11254495.0
1,0x9cad95e2f7c0a7f3b674d691ec24ef0e495430e5,0x0fd4,14294495,0x2a193336b79d9462bb36215210d44e9d60878c65,0x0fd4,12194495.0
2,0xcf6a521e36fa31219ee5769826663eca7775eb6a,0x0fd4,10394495,0x9cad95e2f7c0a7f3b674d691ec24ef0e495430e5,0x0fd4,14294495.0
1,0x24da20c1f6813e4949c9dd5423b0814da1e44e16,0x0e50,18801495,0x20f482e4dc871f502ed3ea772618e8adc6bd5ef9,0x0e50,19044495.0
2,0x7d72cb94b93ac5413364d25b3293a364879b31b1,0x0e50,18324495,0x24da20c1f6813e4949c9dd5423b0814da1e44e16,0x0e50,18801495.0
3,0xd0c877b474cd51959931a7f70d7a6c60f50cdae7,0x0e50,10394495,0x7d72cb94b93ac5413364d25b3293a364879b31b1,0x0e50,18324495.0
1,0xd16e1172a4d33e46e94b2e2ff96b7c87489b7f67,0x16df,10394495,0x274008f15dc24406d8656bafa1c5994e3da1b094,0x16df,9064495.0
2,0xd9a77b788bb21718d13d59baf067c0cf660ff4b9,0x16df,10394495,0xd16e1172a4d33e46e94b2e2ff96b7c87489b7f67,0x16df,10394495.0
1,0x63244b5f1ebcb999ea012da652dffee6653bf8f5,0x0f57,11905495,0x504805426ef5ed69068bc622ee0863b3469eca43,0x0f57,18764495.0
2,0x6ed1a5b3f62868b95ad763496bdafc7f018a55a8,0x0f57,12194495,0x63244b5f1ebcb999ea012da652dffee6653bf8f5,0x0f57,11905495.0
3,0x704c978d50590b21e4c2f43eb4da24fe61fcd707,0x0f57,11904495,0x6ed1a5b3f62868b95ad763496bdafc7f018a55a8,0x0f57,12194495.0
4,0x7c15a19f79cb8efcce955bc80be1027560f0d2ed,0x0f57,14294495,0x704c978d50590b21e4c2f43eb4da24fe61fcd707,0x0f57,11904495.0
5,0xd311e934d9a1d9f71004976cd0268fd25f9cb77f,0x0f57,10394495,0x7c15a19f79cb8efcce955bc80be1027560f0d2ed,0x0f57,14294495.0
1,0x1f3911f4f43671d187a882df129773a7261989e8,0x0550,12194495,0x01a45f7fbf7453092e49b6db137568f9cfab8ead,0x0550,10924495.0
2,0x71f06f6bd462aefc108bda3c9613d7e2784d291a,0x0550,10933495,0x1f3911f4f43671d187a882df129773a7261989e8,0x0550,12194495.0
3,0x8fa20dcc712bd224b54bc1cdfd30a37349f8df2a,0x0550,14294495,0x71f06f6bd462aefc108bda3c9613d7e2784d291a,0x0550,10933495.0
4,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,0x0550,11904495,0x8fa20dcc712bd224b54bc1cdfd30a37349f8df2a,0x0550,14294495.0
5,0x9a356c78693727cba044d024f54b701cf2441bd3,0x0550,16494495,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,0x0550,11904495.0
6,0xa6e2e910515e6cf485462eeb6e454df33c60cb0e,0x0550,15014495,0x9a356c78693727cba044d024f54b701cf2441bd3,0x0550,16494495.0
7,0xc88345ba0b66d140b8c0e27fa0fec1379036ffdd,0x0550,15064495,0xa6e2e910515e6cf485462eeb6e454df33c60cb0e,0x0550,15014495.0
8,0xca4a5ba3650b6eecb99e33f81659036c5f7794e7,0x0550,10911495,0xc88345ba0b66d140b8c0e27fa0fec1379036ffdd,0x0550,15064495.0
9,0xd1c1ea3dc3095680ba949f961e7238298cade637,0x0550,18764495,0xca4a5ba3650b6eecb99e33f81659036c5f7794e7,0x0550,10911495.0
10,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x0550,10394495,0xd1c1ea3dc3095680ba949f961e7238298cade637,0x0550,18764495.0
1,0xd4b9ae55f9aee2b1f251170606b9c7bef5731f75,0x0d59,10394495,0x9125009a623df7588f7b57cbaa33a56c35357459,0x0d59,8974495.0
1,0x0f4023208058ecffcb22a7409df11f6d6013fe8a,0x053a,3947395,0x09d8a260769b931701dba8fb7ceaca0ec0ad9a2c,0x053a,18764495.0
2,0x9f1f4320bfdea84ab0675a65a9e3dcbda1a9e7a6,0x053a,12194495,0x0f4023208058ecffcb22a7409df11f6d6013fe8a,0x053a,3947395.0
3,0xd5438faf73f8dff6da0a3c0363f6ba188280b8a9,0x053a,10394495,0x9f1f4320bfdea84ab0675a65a9e3dcbda1a9e7a6,0x053a,12194495.0
4,0xf5043b09b635e57c25acaab0c196f7bce4be3dc3,0x053a,8834495,0xd5438faf73f8dff6da0a3c0363f6ba188280b8a9,0x053a,10394495.0
5,0xf8703aa13247a25fe7f3e5d29f05d924a09473f4,0x053a,12208495,0xf5043b09b635e57c25acaab0c196f7bce4be3dc3,0x053a,8834495.0
1,0x79dd8fab0661da2cd4131bb454bab060576ce2ee,0x1a31,18764495,0x5eed1f9c61521aee51eb46fd809f865c2ce93044,0x1a31,11010495.0
2,0xd5fb8583ab7ea703f194caba36f378523d619706,0x1a31,10394495,0x79dd8fab0661da2cd4131bb454bab060576ce2ee,0x1a31,18764495.0
1,0xca560fc94c6bc5d961ecedf3f0a283e3e7172248,0x23a3,16771495,0xa748b28b0d1109da8a722180e8d1b88efbc1b139,0x23a3,12194495.0
2,0xd80f31afcadd8cf3b2ccfaa0407c4c04c5e76971,0x23a3,10394495,0xca560fc94c6bc5d961ecedf3f0a283e3e7172248,0x23a3,16771495.0
1,0xd5bc6960cae38bd36439cd3a217a41d7427a22ed,0x2411,11904495,0xcb1df68fd314e25a825fe146363d71db52f80fa4,0x2411,18764495.0
2,0xd863c0f47bdeb7f113ea85b3cb3d95c667f17ab4,0x2411,12194495,0xd5bc6960cae38bd36439cd3a217a41d7427a22ed,0x2411,11904495.0
3,0xd8bcd6bb2d41a5f47947d23220f56fd69a944af0,0x2411,10394495,0xd863c0f47bdeb7f113ea85b3cb3d95c667f17ab4,0x2411,12194495.0
1,0xcc2a855946a3c20683858fe6ee15acf8b836f0b3,0x121d,13381495,0x9cd1bf37df21e266bf4ed2bb0dfc1c21b8b385ce,0x121d,14294495.0
2,0xd8e80673419acfbf15bf8eb0239cda90f232051f,0x121d,10394495,0xcc2a855946a3c20683858fe6ee15acf8b836f0b3,0x121d,13381495.0
1,0xd96d9dabeff4057212f427d4df87b3e6216b5504,0x0ac2,10394495,0xca81319a0576854c2e8a9903a9c4f37bf42ebbd3,0x0ac2,7994495.0
1,0x356d013938460f9b54af0346732912fb6a72175d,0x0741,18764495,0x1b8644d343dc8f57ce81297def2902a900b4b347,0x0741,13374495.0
2,0xb887d7cdc2f5cee347ec36abf693a09fde8536f9,0x0741,12194495,0x356d013938460f9b54af0346732912fb6a72175d,0x0741,18764495.0
3,0xc4ebb1f93970a07886bd1eae614e8c8f21626dcc,0x0741,12814495,0xb887d7cdc2f5cee347ec36abf693a09fde8536f9,0x0741,12194495.0
4,0xccf2075c74de218cdd79b1ef699a2a31e2940f83,0x0741,14014495,0xc4ebb1f93970a07886bd1eae614e8c8f21626dcc,0x0741,12814495.0
5,0xd9c5e9cdd8f3318eb9a475017a381023564e4906,0x0741,10394495,0xccf2075c74de218cdd79b1ef699a2a31e2940f83,0x0741,14014495.0
6,0xe77311453877222e96668552a72a335414ee054e,0x0741,11944495,0xd9c5e9cdd8f3318eb9a475017a381023564e4906,0x0741,10394495.0
7,0xfe2f279d3679bac2d07cf46c93503410ef9ca448,0x0741,13824495,0xe77311453877222e96668552a72a335414ee054e,0x0741,11944495.0
1,0x7e0f2bee798859345b38de3a276fd4a66479ba1d,0x21da,18764495,0x1819bc55d09e4a5abfc83d75e5991cc2c91b81ba,0x21da,13104495.0
2,0x7f3a70c0a77615ce1acc8ed71d40e03ef2bafe98,0x21da,13113495,0x7e0f2bee798859345b38de3a276fd4a66479ba1d,0x21da,18764495.0
3,0xdaf1060f23583ee0088dabc18719965b365ed66a,0x21da,10394495,0x7f3a70c0a77615ce1acc8ed71d40e03ef2bafe98,0x21da,13113495.0
1,0x6f380a6c5977104f4b69e0e4aa1d16ff745ffaa0,0x1f09,14294495,0x0e1714b436b30829c55a775f14868898614abd24,0x1f09,18764495.0
2,0xdbb59151b18dd72e9ac092706e93de5b5d7a9325,0x1f09,10394495,0x6f380a6c5977104f4b69e0e4aa1d16ff745ffaa0,0x1f09,14294495.0
3,0xef784caf2d2001fb8fbb9678f9a0a1b83cd582dc,0x1f09,12984495,0xdbb59151b18dd72e9ac092706e93de5b5d7a9325,0x1f09,10394495.0
1,0xd84420a5d3a36e718a3f80331db4bf0490399e92,0x23bd,18324495,0x841120ff6d1e9f29e4ffbdb50eda696bbfd98ef6,0x23bd,14781495.0
2,0xdc546f477f273bcf327297bf4adcb671b5f20be1,0x23bd,10394495,0xd84420a5d3a36e718a3f80331db4bf0490399e92,0x23bd,18324495.0
1,0xde08e910eecf4407252845e908f3ff02fd774014,0x1e8b,10394495,0x695626a661831a618ae846482fe8abf6c8d4529c,0x1e8b,18764495.0
2,0xf115381ed1042577f20dc0cb4498fdbbffc3309f,0x1e8b,12194495,0xde08e910eecf4407252845e908f3ff02fd774014,0x1e8b,10394495.0
1,0xde5d744160fbe858fd317034fda04bd3984cd0da,0x195f,10394495,0x862e840c2f7edd2c709d8de0df71c03210ed5267,0x195f,18764495.0
1,0x1b46d2fed9a9a3c58d1c82be22dc1f531657a49b,0x10cf,16254495,0x1b32fc9b7fb1d32cb48d93a3ff22b8850acf33b1,0x10cf,12194495.0
2,0x4ad368be4a965916fdb7812d6bbea894ad20b9ad,0x10cf,11734495,0x1b46d2fed9a9a3c58d1c82be22dc1f531657a49b,0x10cf,16254495.0
3,0x93db3662e5e77a3ef6be5d32192f070554f212d1,0x10cf,10897495,0x4ad368be4a965916fdb7812d6bbea894ad20b9ad,0x10cf,11734495.0
4,0xa3937174067dd8710dc250e75928def2fd0d42e6,0x10cf,11904495,0x93db3662e5e77a3ef6be5d32192f070554f212d1,0x10cf,10897495.0
5,0xbfa35d6f9971837b960e920321100c3e21a8c7cc,0x10cf,11784495,0xa3937174067dd8710dc250e75928def2fd0d42e6,0x10cf,11904495.0
6,0xdf2e9f49da1a2ba981cc1d5ee08d492fa0819f91,0x10cf,10394495,0xbfa35d6f9971837b960e920321100c3e21a8c7cc,0x10cf,11784495.0
1,0x671675ee5a9ebc55c0409a00c0ea09c5d30a1e9c,0x07fd,18764495,0x3a56dbbad795185eeffa59bc2c1a6a51bc93272f,0x07fd,12194495.0
2,0xdfe07a8cac30622c5ee281e437682901bceb2972,0x07fd,10394495,0x671675ee5a9ebc55c0409a00c0ea09c5d30a1e9c,0x07fd,18764495.0
1,0x74fc246e2eca4aafe8d6d81175ee69c24ab13d97,0x2680,18764495,0x2ab1735ab09f57db6436aa70676b158ed70a70bb,0x2680,11904495.0
2,0x7779756dc9f66a5f769f34bf0918d6c180783bd7,0x2680,14294495,0x74fc246e2eca4aafe8d6d81175ee69c24ab13d97,0x2680,18764495.0
3,0xb1a8757c8d71f5ef878d56a1fb045c592a7ef6e4,0x2680,11784495,0x7779756dc9f66a5f769f34bf0918d6c180783bd7,0x2680,14294495.0
4,0xe1023c112a39c58238929153f25364c11a33b729,0x2680,10394495,0xb1a8757c8d71f5ef878d56a1fb045c592a7ef6e4,0x2680,11784495.0
1,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x0426,10854495,0x274a8b99f93cebf8a3c572b69574aa647b03794f,0x0426,12194495.0
2,0xd4d3f04bddd8eef4ef7d05c12496eebcbdfab224,0x0426,18764495,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x0426,10854495.0
3,0xe10824fd1ffb9951215025eb26cda42d2d8d9c4c,0x0426,10394495,0xd4d3f04bddd8eef4ef7d05c12496eebcbdfab224,0x0426,18764495.0
1,0xe41e1256ec170575d61f4dfa5a21b190ac2eff1d,0x093d,14294495,0xe12e1f8f3a1dff0d804e4c37783a5cb729548a85,0x093d,10394495.0
2,0xf587c812a504ce7c4ba352189b25396ff217ffd5,0x093d,18764495,0xe41e1256ec170575d61f4dfa5a21b190ac2eff1d,0x093d,14294495.0
1,0x585755f64bb48a5c90a233e4ec4662b1d2eb81d8,0x0f04,9544495,0x3a6cb57e87ba21f48304ff4a0f6ebf81d262a22c,0x0f04,12194495.0
2,0x6176d1ca33c082773cde10fb970b6609ff0c618c,0x0f04,18764495,0x585755f64bb48a5c90a233e4ec4662b1d2eb81d8,0x0f04,9544495.0
3,0xc8a974a97f6a7f57b6ce09aed5905d5547039f11,0x0f04,8574495,0x6176d1ca33c082773cde10fb970b6609ff0c618c,0x0f04,18764495.0
4,0xe1bb6ef5dd407404bf400dfab5b17033b208bd82,0x0f04,10394495,0xc8a974a97f6a7f57b6ce09aed5905d5547039f11,0x0f04,8574495.0
1,0xe1dfb7c5c9e10cd127fe7e94e3ec9f42e96e7f43,0x0f00,10394495,0x249a1824bde336330bafbbbc3d6e7a4e60948a1e,0x0f00,8834495.0
1,0x51eac3daa1c34f5c2874aa62097ac9965a180b6d,0x027c,12194495,0x179456bf16752fe5eb8789148e5c98eb39d87fe5,0x027c,12984495.0
2,0x9f8534b8d266c136d52428ec0647fa0f02ebf377,0x027c,18764495,0x51eac3daa1c34f5c2874aa62097ac9965a180b6d,0x027c,12194495.0
3,0xb532872296e2a72299ba304c2f9251b3ee4d6ef0,0x027c,13104495,0x9f8534b8d266c136d52428ec0647fa0f02ebf377,0x027c,18764495.0
4,0xe25afa4dfbe4da38e129abdd4fb8e695ebe6c2b7,0x027c,10394495,0xb532872296e2a72299ba304c2f9251b3ee4d6ef0,0x027c,13104495.0
1,0x66a63bc7640f549dd4a0357cd30fbf6b45ed918b,0x21ef,14040495,0x060d19764de004b37aa64c088a0e55e8401a1041,0x21ef,12194495.0
2,0xab030e93fe5062d9762a6603aaae2ddce7024936,0x21ef,18764495,0x66a63bc7640f549dd4a0357cd30fbf6b45ed918b,0x21ef,14040495.0
3,0xb9c71dffd0315a61b5df3ef77f2caa5149fba4e1,0x21ef,11872495,0xab030e93fe5062d9762a6603aaae2ddce7024936,0x21ef,18764495.0
4,0xe39e5d3da249a7e358c94f813ce2c51e89e65f18,0x21ef,10394495,0xb9c71dffd0315a61b5df3ef77f2caa5149fba4e1,0x21ef,11872495.0
1,0x7e99611cf208cb097497a59b3fb7cb4dfd115ea9,0x074e,12936495,0x113d754ff2e6ca9fd6ab51932493e4f9dabdf596,0x074e,12194495.0
2,0x80fe4ace1eafa16788c590ca6b33d9f7a37cc86c,0x074e,12814495,0x7e99611cf208cb097497a59b3fb7cb4dfd115ea9,0x074e,12936495.0
3,0xa8f8f5821230203f55db9df5203039780c779781,0x074e,13104495,0x80fe4ace1eafa16788c590ca6b33d9f7a37cc86c,0x074e,12814495.0
4,0xb8d1c5d0b34c2335d56a954b91f8bd533a04c2fc,0x074e,12687495,0xa8f8f5821230203f55db9df5203039780c779781,0x074e,13104495.0
5,0xc35a5fec6be6957899e15559be252db882220b37,0x074e,10724495,0xb8d1c5d0b34c2335d56a954b91f8bd533a04c2fc,0x074e,12687495.0
6,0xd0d3189ad4f6d0d040c5c9b572722afaa480c604,0x074e,13984495,0xc35a5fec6be6957899e15559be252db882220b37,0x074e,10724495.0
