Address,Name Tag,Balance,Percentage,Txn Count
"0x48f055d35420ab8eba40cdb528a4154377d1b48e","","1,384.24551483 ETH","0.00115271%","6"
"0x74e6acf300e8c8d8ef7c1f85d2589fc1fcc8a500","","1,383.50375418 ETH","0.00115210%","26"
"0x1cf0df2a5a20cd61d68d4489eebbf85b8d39e18a","Rarible: Treasury","1,383.31929776 ETH","0.00115194%","75"
"0xe9082282f8715f3db97e0c57df04f7b37a796497","","1,382.68149673 ETH","0.00115141%","0"
"0x9ecb5e1b5c59aa4cf96481e997f9e1c5ac6ee62b","","1,380.97262478 ETH","0.00114999%","1"
"0xfdc5ca94adfcb27033433c0faf8ef59c13ce9325","","1,380.66951048 ETH","0.00114974%","1"
"0x540684d6bdc59055184fe2cf2be82f0d8f310c66","","1,380.21245156 ETH","0.00114935%","168"
"0xd341f357138dc3d1488e203a0138de71f4e0de63","","1,376.33078769 ETH","0.00114612%","35"
"0x446a6d1ae02e845f76db54a4b1df038e334e3ea9","","1,375.997 ETH","0.00114584%","1"
"0x9b30a4c4e5006fc789ffa8ba8bacbeb198bd4281","","1,375.997 ETH","0.00114584%","1"
"0xad5dfbfefad41800ce1ed74f2fb9f410030e5e45","","1,375.77295446 ETH","0.00114566%","40"
"0x798c61f0ab5f77545985ef0950382792c3e1e5e7","","1,375.20862553 ETH","0.00114519%","7"
"0xce7d28b2a232004c0e102519fb2b50e6360d5840","","1,374.97844319 ETH","0.00114500%","15"
"0x7a9467bf83e1636c81a167c5404239bf6c76ac2f","","1,374.89275271 ETH","0.00114493%","5"
"0x5cf0ce10ae417f599d7d8b3e8c7828df7d2763bb","","1,374.7002 ETH","0.00114476%","3"
"0x252b84e2e9560d53e45c12210c98cbfe1bf7b0b1","","1,374.69724285 ETH","0.00114476%","3"
"0xd450f78c72af06065f85914c4921c2ca47a30b27","","1,374.59652262 ETH","0.00114468%","146"
"0xb6eff281c0d57895cbae38806c9e36a6372473be","","1,374.0010093 ETH","0.00114418%","82"
"0x95052f98f497377e0b94832177bf0e8fe32999ff","","1,372.997 ETH","0.00114335%","1"
"0x0402e3499c80399ca40ef0dafd98f2db6a15300a","","1,372.15833487 ETH","0.00114265%","52"
"0xc6405bef12906f59d714927cf1b4b7d340315f68","","1,372.0729246 ETH","0.00114258%","6"
"0x431786758a3838e516b14e17a9958b776fafc0f1","","1,370.997 ETH","0.00114168%","1"
"0xef0dac02b5e8329c456ec3c116c2751d047fe4b4","","1,370.997 ETH","0.00114168%","1"
"0xe6e5644c0bc0cecbd59d73bab1847b1287cc3f48","","1,370.6776202 ETH","0.00114141%","14"
"0x6d0a3c72681a3ad9c1a3bcddac2fc2be47bcbb26","","1,370.35286013 ETH","0.00114114%","43"
"0x6a1be694c41e7715952704ae001b212e89693bc2","","1,370.27295575 ETH","0.00114108%","167"
"0xf5e502cba0ab8120d8427ded75ce5a95b72beb12","","1,369.997 ETH","0.00114085%","1"
"0x1093b3f24eecd99eba223b4edcfe215b06582abc","","1,369.17896392 ETH","0.00114017%","2"
"0xbfeca25b5c8462b6261fa0b5f43140d92adf3790","","1,368.997 ETH","0.00114002%","1"
"0xb2f688db6f681eae8bc8a083f26ce71224d1421b","","1,368.81137026 ETH","0.00113986%","70"
"0xa789f9df08944b3e8f6c6bc6554e5f39e896f637","","1,368.31179852 ETH","0.00113944%","34"
"0xb7c90195e59608461c17f61dd40c835f5cf3c2c2","","1,368.29 ETH","0.00113943%","1"
"0x6a95f695005a59346932f93d7954a5a0a3df1cc9","","1,367.997 ETH","0.00113918%","1"
"0x3517ff9c27ac5bb247f8de33adc79006439e7b6c","","1,367.9950629 ETH","0.00113918%","8"
"0x42d17b7f3532ec2f7c4e4e5e239baa476846e2cd","","1,367.31778618 ETH","0.00113862%","33,740"
"0xbeb3358c50cf9f75ffc76d443c2c7f55075a0589","","1,366.93694157 ETH","0.00113830%","25"
"0x4698796d08c86f6d5fdf1409b30d9758f6cd6276","","1,366.7140457 ETH","0.00113811%","34"
"0xecb6a3e0e99700b32bb03ba14727d99fe8e538cf","","1,366.37109745 ETH","0.00113783%","6,014"
"0x86a02082ddd212d40c9ff43c3d5fdf75ad090b7f","","1,365.997 ETH","0.00113752%","1"
"0xaba9d655ceb63e023ef3db2c56abc8beac451a3b","","1,365.997 ETH","0.00113752%","1"
"0xa26d23d95d885156469ba7dda66e643c5b4680c8","","1,365.83815022 ETH","0.00113738%","953"
"0x5031d7ba59fa14ce19f8f7b0649493387ed94722","","1,365.66305023 ETH","0.00113724%","2"
"0x6ae8e90d89f7b1bbde62e8047414bf99edb9f971","","1,365.54386712 ETH","0.00113714%","4"
"0x174301ae8cd23de20c2609cb41bfcb696d3d5057","","1,365.39044347 ETH","0.00113701%","239"
"0x137e12fb770d0c8fea7bfa76cfd914cb6ec9c0f1","","1,365.16086003 ETH","0.00113682%","18"
"0x624cd7d1ce9e1252797b93337c87b8615c62194a","","1,363.87369476 ETH","0.00113575%","1"
"0x8940eab1bc95db805f16a6919ddbc7f734dbe9ae","","1,362.71818233 ETH","0.00113479%","2"
"0x869be1be1435ce8a5a0584ed5b299bb73b45ab4a","","1,362.47986032 ETH","0.00113459%","7"
"0xfb38dce648c5f56c457d4fd9cdc3cd09b3c7b32f","","1,362.06342057 ETH","0.00113424%","15"
"0xca4c54a91aa05be0e0cd9ceba388c8d682284c69","","1,361.997 ETH","0.00113419%","1"
"0xacad07d8776fc3dee61f7809d54c543ee59cc67b","","1,360.74195382 ETH","0.00113314%","20"
"0x4ecc2f6529812fe59caf6085372e184a3c0f1d99","","1,360.68812449 ETH","0.00113310%","12"
"0xafc73333d5ee43d2595dbdfcfe1acb12a2704e43","","1,360.38801 ETH","0.00113285%","3"
"0x727ee45e05ec854d82fdc76cec9324aeee399cf5","","1,359.17236056 ETH","0.00113183%","83"
"0x932b9c04d40d2ac83083d94298169dae81ab2ed0","","1,358.93329699 ETH","0.00113164%","4"
