Address,Name Tag,Balance,Percentage,Txn Count
"0x7091de9a5435dba7f051045d64c5ef56bd96064e","","685.30562171 ETH","0.00057068%","348"
"0x1c304b475b3a5cab26a1f40f3ae94c6fdac4cdda","","685.23610507 ETH","0.00057062%","14"
"0x03696ffa204f4c8df550aaf2933ad9b5e62db077","","685.13420456 ETH","0.00057054%","29"
"0x2163b67a0292969d6a9384f75c1a8dc08aa624b2","","685.0295949 ETH","0.00057045%","1,969"
"0xfebdbe74b067d2d5767359d7ae4b7cb36be964be","","684.98544619 ETH","0.00057041%","69"
"0xdcb992c8f49ff767f9c736ba394a231bf9b7cb03","","684.96100667 ETH","0.00057039%","4"
"0x163b4e5af495de74f692d2e2fc375a12e00d12dc","","684.9 ETH","0.00057034%","7"
"0x8d0b9a01de734128358939f1392bb80b91bbbdff","","684.80464172 ETH","0.00057026%","4"
"0x7eb87a95948348d6ec7231b52f61281e01d53941","","684.62418644 ETH","0.00057011%","786"
"0x2756e2f6dadfa11927fff3ee12c79b3d5d034876","","684.30706027 ETH","0.00056985%","7"
"0xcf5b852efeb5dd1e258f67b6ecd2a6b5feec8c82","","684.27475459 ETH","0.00056982%","16"
"0x17957492e253dd5bfb9db7cf66629c8d019fa552","","684.25827905 ETH","0.00056981%","79"
"0x25e7d212f311a4b1fcc4f9921616254f9012c1ce","","684.246099 ETH","0.00056980%","20"
"0x99b3f0b644cb7343eae6633dc649f21aee6c2085","","684.18354802 ETH","0.00056975%","8"
"0x6844a925d36d9234cafaa928d87e84789b4c19d5","","684.12952689 ETH","0.00056970%","10"
"0xde8f535e743084c1a898c86deff09242dc99b876","","684.06100148 ETH","0.00056964%","5"
"0x9d0b4ad0c4fa13b628747d2512cdf15c407419e2","","683.97837982 ETH","0.00056957%","7"
"0x107f308d85d5481f5b729cfb1710532500e40217","","683.9664032 ETH","0.00056956%","3,490"
"0x0e5733e797e3f7f21328876888cf1c4520d77ace","","683.79837002 ETH","0.00056942%","54"
"0xcb86cb4a98f615da88e64be4a31b81d2a5636198","","683.7507 ETH","0.00056939%","1"
"0x91756e4e241c44fcef049d06ac41af6104fd411b","","683.68618484 ETH","0.00056933%","86"
"0x56922c7dbfb5781617d0624c3f4fea5e6a7d4d77","","683.65 ETH","0.00056930%","1"
"0x220a9f0dd581cbc58fcfb907de0454cbf3777f76","MCDEX: ETH Perpetual","683.62048187 ETH","0.00056928%","3,892"
"0x8ce660157d66d4eff006ab13a72d596ca4b285d5","","683.48513926 ETH","0.00056916%","7"
"0x9ad939674b3efd7546e12fd920fc9617e49cb12f","","683.36804304 ETH","0.00056907%","4"
"0xf37ed62a2ad3f585c13efdf4211f2110ca266edf","","683.18163701 ETH","0.00056891%","8"
"0xf9a2b2a167dfa545f590abae3e7ad69bbecfe5e5","","683.05526729 ETH","0.00056881%","4"
"0x1ceef34600c20b4700767d9e693705793b3c0d01","","683.0239223 ETH","0.00056878%","20"
"0x6fd1b154162b008e0e63a19b092eae4a4ce7a8c6","","682.90845743 ETH","0.00056868%","1"
"0xca02f4a68fba79da89bad5797e3d7bc6fa99538e","","682.06 ETH","0.00056798%","3"
"0xab89ff7d2ea4da2a543ae766a03986eecba8cb36","","682.00642126 ETH","0.00056793%","52"
"0x5c82a5ae4f9102eef2508f2dd57d849ba77f2fb0","","681.9990931 ETH","0.00056793%","4"
"0xc8690c0e0960994ac78f338f978bcd1dad1ca742","","681.9990435 ETH","0.00056793%","3"
