Address,Name Tag,Balance,Percentage,Txn Count
"0xafe5cb4722712ab9a9be63f890f06a709e88598d","","2,511.0859748 ETH","0.00209108%","4"
"0x85ac627a312a191338c03eb080fb7ffcf68734f9","","2,510 ETH","0.00209017%","4"
"0xb190075e8027cc2df5d3b7749e4548fa8e56fa18","","2,509.84369577 ETH","0.00209004%","68"
"0x617721d63e2581599657b45d57045eb93a560910","","2,507.15889 ETH","0.00208781%","1"
"0x7f9c00e4160883026a3299538b755e5b38c8c1e8","","2,507.1 ETH","0.00208776%","2"
"0xdead000000000000000042069420694206942069","Null: 0xdea...069","2,503.81828809 ETH","0.00208502%","100"
"0x4cffb1e55422d03671057c35431d3d6ecc64fd52","","2,502.85401466 ETH","0.00208422%","13,072"
"0x146c7755639acd05680f07877509d69d3f7ae62a","","2,501.9992894 ETH","0.00208351%","7"
"0xae94c39145fd966b591932214b6b01e2050ef152","","2,501.10000002 ETH","0.00208276%","36"
"0xaec7a5760591fcb43365a7c74059f4fd7d32b891","","2,501.01662554 ETH","0.00208269%","4"
"0xe8857d680de6d1eb577d233168267faad4a24b53","","2,500.99 ETH","0.00208267%","2"
"0x50370e25548bf3151879c8e1eff223b2c4184b17","","2,500.90494839 ETH","0.00208260%","13"
"0x550553bfca0bf6086978521f0d5773b9bc1d6549","","2,500.90321649 ETH","0.00208260%","48"
"0x54e7bd030ca09bf5562bd90da6e7f5f21f590bb1","","2,500.47905814 ETH","0.00208224%","12"
"0xda5bd7c70e40586c4729e74d0f2278c2f94d1f8d","","2,500.25820897 ETH","0.00208206%","115"
"0xd1b84a8ce930001903b5db2859ff2e4468d123fe","","2,500.251 ETH","0.00208205%","4"
"0x3d2125464d3a8413be2ea394a3b2b89c22ce9ac7","","2,500.23010798 ETH","0.00208204%","12"
"0x2848e145e2932322f745c2f0ae2e824f47d7164b","","2,500.12282342 ETH","0.00208195%","3"
"0x8306101cb14a5e89e927858c0af547adb47d1c99","","2,500.05811332 ETH","0.00208189%","11"
"0xde53067117188e1b0cef1ca7c44ad8ba668bc073","","2,500.03885032 ETH","0.00208188%","21"
"0x3e6d91e308665342b7c1de934d048ebb84835e7a","","2,500.00391279 ETH","0.00208185%","13"
"0x56e60979d5934a05d22606b0455d52f59f20a6a0","","2,500 ETH","0.00208184%","34"
"0x9c322cc33e936e09c7dcf00ecd5d396974acbd95","","2,500 ETH","0.00208184%","1"
"0x87e2c2fbd76becb20cce9f64d9a5745a33e5df96","","2,500 ETH","0.00208184%","1"
"0xbbc14a49019fb239a2608e2019e4295ea2335adf","","2,500 ETH","0.00208184%","1"
"0xd15fef4f39fd8ca357739a2affa3ffea9860d0de","","2,500 ETH","0.00208184%","3"
"0x92b61a4e16e1d0cd02024d309d48aa134b93791d","","2,500 ETH","0.00208184%","0"
"0xb1c328fb98f2f19ab6646f0a7c8c566fda5a8540","","2,500 ETH","0.00208184%","1"
"0x391018665e12b379808b06e35dcf009d91cf8de0","","2,499.9975315 ETH","0.00208184%","10"
"0x406f3bf0a766013ba973ee491031362c4fc3b552","","2,499.9963535 ETH","0.00208184%","7"
"0xde4248b5e765b9dd158aa38d08402ce42f47ddc7","","2,499.99440299 ETH","0.00208184%","1"
"0xe842f3987ea2d08c937553373b5d8847bed66ab2","","2,499.9915457 ETH","0.00208184%","3"
"0x8b34b1903c0df1d749d26dca8db73153eb60f011","","2,499.95148129 ETH","0.00208180%","2"
"0xb18a84980c009a2f958cf3db1bad7b592613c45c","","2,499.89675011 ETH","0.00208176%","14"
"0x5ab9a6292909e9e8ab473db030bbb35df47d521d","","2,499.23968061 ETH","0.00208121%","1"
"0xc6136b63aa841c834e598228d58fd2dd067f92a4","","2,497.96263583 ETH","0.00208015%","30"
"0xa979521c16c17f2be5679b1fc7c050d84b66c18a","","2,497.88925122 ETH","0.00208009%","2"
"0x6a05961e2b233b6a6aabb2fd8473d5c7b2c359d8","","2,494.09193505 ETH","0.00207692%","47"
"0x1a0ebb8b15c61879a8e8da7817bb94374a7c4007","","2,493.78890086 ETH","0.00207667%","223"
"0xece09032ef138573714beec20aacdd10f76b2b8a","","2,493.25596489 ETH","0.00207623%","451"
"0xfcba81c19b20d2f2d7cea6e10647803ede7697c0","","2,487.78678307 ETH","0.00207167%","255"
"0x4aefdcbe060a57ec24ee5a53550c323e965e2092","","2,486.83884343 ETH","0.00207088%","1"
"0xbf7e5ae711abea7e4d45a43f69300c9106723bad","","2,485.21807013 ETH","0.00206953%","19"
"0x46c48a8e19c57552803c13ee9183bd71ef725f93","","2,482.846 ETH","0.00206756%","1"
"0x76f84927a612dc4d9e690afc6275f2ef1d78a4b0","","2,481.96366179 ETH","0.00206682%","7"
"0x2f5080b83f7e2dc0a1dd11b092ad042bff788f4c","","2,481.85471946 ETH","0.00206673%","10"
"0x135e3b2086e5c974675e54a137182f0add4c0142","","2,480.15897453 ETH","0.00206532%","3"
"0x20e4d327573158743fcf1f624b4df90d1ea2cb04","","2,475.9 ETH","0.00206178%","6"
"0xe484845cd5bbac264a49b48d4265747a9220c380","","2,470.74972259 ETH","0.00205749%","1"
"0x1e6eb35133b5721fff0b1bc396801ed85b2d3705","","2,470.02241996 ETH","0.00205688%","88"
"0x0e7be7ab8141f352ad41604b0fbf70ce49d94ed8","","2,468.72943 ETH","0.00205580%","3"
"0x6ca33486eed915816560630b883a047c4e2b92df","Fake: Metadium Presale","2,464.29452834 ETH","0.00205211%","170"
"0xdb144567224e9dd139306e7f12ececb3115eaca8","","2,463.08412998 ETH","0.00205110%","3"
"0xd9b78d8346fa9b8235a5b1df0f08f66358d557bc","Fake_Phishing323043","2,462.90343779 ETH","0.00205095%","19"
"0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936","Tornado.Cash: 1 ETH","2,460 ETH","0.00204853%","12,602"
"0xfe23d2aad59ccebc135141cfad4b1671a8232c81","","2,459.99512358 ETH","0.00204853%","1"
"0x899d306b1f481a85295660bd4510e5fcdc7554a2","","2,458.4465702 ETH","0.00204724%","1"
"0x9888cb0ce22617ca06ea6f5930bd162fcf227c50","","2,457.04554616 ETH","0.00204607%","4"
"0xfbcca808e0cb98a1e6f8694168e615b2f855a18c","","2,452.44841905 ETH","0.00204225%","60"
"0x77021d475e36b3ab1921a0e3a8380f069d3263de","Deribit 9","2,450.39006353 ETH","0.00204053%","42,492"
"0x60481d185e1ab9df4abef704c70369f8e45f91f3","","2,450.16171744 ETH","0.00204034%","58"
"0x06ee11c7492556d0be58298d32cfb2bb9f463d7d","","2,449.994 ETH","0.00204020%","3"
