Address,Name Tag,Balance,Percentage,Txn Count
"0x3d458cb4144dab393ad1d9f90a94bc00cd49dea3","","14,399.996 ETH","0.01199142%","3"
"0x99f85310da212afb643c934f37ed512e66bf6de5","","14,312.92540904 ETH","0.01191891%","1"
"0xc2b6aabfec71ff4a578b873eb2718a31bc4c4212","","14,300 ETH","0.01190815%","1"
"0xe355f1d3bac35fca6789570dfea7648ac6a403d5","","14,300 ETH","0.01190815%","1"
"0xb8da92df100b290359a2ddf3627d5d1ecdc978b1","","14,251.285 ETH","0.01186758%","1"
"0xe93f42c02ca3a26969ec5bc6d02e6cc646ed11f3","","14,210.41899586 ETH","0.01183355%","3"
"0x8e279e54b04327adf57117c19bc3950d7109407c","","14,183.08165872 ETH","0.01181079%","315"
"0xf9706224f8b7275ee159866c35f26e1f43682e20","","14,102.6741027 ETH","0.01174383%","50"
"0xfc4e81199aa57a67a095a3bfb53520461b63b087","","14,070.38426256 ETH","0.01171694%","1"
"0xabcdebb0d9c509460eb58ad134b4f57191f640b2","","14,019.85692187 ETH","0.01167486%","35"
"0x86a68905cd1504057b00eebe41e94c1b04ee589e","","14,001.495569 ETH","0.01165957%","4"
"0x40ea5044b204b23076b1a5803bf1d30c0f88871a","","14,000 ETH","0.01165833%","2"
"0x21a6db6527467bc6dad54bc16e9fe2953b6794ed","","14,000 ETH","0.01165833%","2"
"0x113612bc3ba0ee4898b49dd20233905f2f458f62","","14,000 ETH","0.01165833%","2"
"0x494256e99b0f9cd6e5ebca3899863252900165c8","","14,000 ETH","0.01165833%","2"
"0x535db556ff5bdd631eb3c148e5e5ab854cfac3e8","","13,965.14419242 ETH","0.01162930%","1"
"0x07e06ba1150946cdf00b9f20e2e52568150e62a2","","13,908.08708864 ETH","0.01158179%","1"
"0xaf5c5f69fe15d3e338e1b12d33a23d538386b51c","","13,840.61418729 ETH","0.01152560%","20"
"0x0adf1f3dfa6e9c2136f0d3b46da357c72ddb5747","","13,797.415559 ETH","0.01148963%","1"
"0x7b7799200c6156a395d8d278b3d3dade6ff5b4fd","","13,775.54824068 ETH","0.01147142%","2"
"0x88d25610f79450993e57e56f5ea69ed030adfd9f","","13,737.284559 ETH","0.01143956%","1"
"0x9fea15dec6178cb4e197786143eb1f8760cded0a","","13,711.43146803 ETH","0.01141803%","1"
"0x3f8cff57fb4592a0ba46c66d2239486b8690842e","","13,700.86633214 ETH","0.01140923%","198"
"0xbd4ff455f38ca5cf35719652ad2c5f4e8814e389","","13,632.962559 ETH","0.01135268%","2"
"0x61bd22068505658f82904e334b3ec303245126b6","","13,604.1481014 ETH","0.01132869%","1"
"0x31435aed74efe468918932019550245a971a76a7","","13,599.998 ETH","0.01132523%","3"
"0x9e438fdbe81bf46df96ba842dbbeb8111a2d4c1b","","13,553.52144941 ETH","0.01128653%","1"
"0x5dbbc591e4fa5d9c40d23a1f6eb507b7f1e47e4c","","13,549.48570073 ETH","0.01128317%","2"
"0x327f4a8fa6d3aa4d85b487cae8490d169b7db476","","13,533.4887336 ETH","0.01126985%","2"
"0xe6e90d59cb21f34a4268c9e18897c5bafb692c38","","13,533.25940788 ETH","0.01126966%","3"
"0x326d9f47ba49bbaac279172634827483af70a601","","13,519.9986 ETH","0.01125861%","1,182"
