Address,Name Tag,Balance,Percentage,Txn Count
"0xf483f4f518c2dc9aa5cf1017ba119afdc355cbac","","1,299.40129333 ETH","0.00108206%","73"
"0x49d17c582cbb0a033d401482be9742616d9ad66a","","1,299.06673133 ETH","0.00108178%","679"
"0xae4537299c12517531344201db4f0d87c6e4f33a","","1,298.9306785 ETH","0.00108167%","4"
"0xc2caae5d9238f1f8c20ddb38851b9333b50bd21d","","1,297.52723869 ETH","0.00108050%","6"
"0xfe377444e525669f8f89f05b681fcc7457e88afa","","1,297.07585144 ETH","0.00108012%","6"
"0xbeb6e40413d6da905052ee0c7d465672f4d92f0d","","1,296.81410374 ETH","0.00107991%","19"
"0xdcba5decb537a050e555bbff193bac927e5b93e8","","1,296.08719041 ETH","0.00107930%","199"
"0x469741bfa80f817375b17d8728268243e61b151f","","1,295.23099307 ETH","0.00107859%","70"
"0xb937bf362cd897e05eb3d351575598c4f9b55839","","1,295.06668017 ETH","0.00107845%","2"
"0x7919b499ebf147bb72693f93cb8bec9db0a976bb","","1,294.32375579 ETH","0.00107783%","24"
"0xfd7cdbf5553a4c53d8ce292dedf16c41a6de3a12","","1,293.3689 ETH","0.00107704%","18"
"0xa9f7eef08b2cbe316521a7958e078603f07fb7c6","","1,293.33921707 ETH","0.00107701%","118"
"0x3bf0b7ceb0f29b70639df5c753acb83a30b6acde","","1,292.37032863 ETH","0.00107621%","68"
"0x18b23cb2174f4878a07eee9ba965bdfefb40aaba","","1,291.87507423 ETH","0.00107579%","1"
"0x16720400d99de846b2491c6f0ec80ba091e47553","","1,291.00021491 ETH","0.00107506%","31"
"0x145a2b1e45899fa7d14f835c74a69ead0d77966c","","1,290.60902251 ETH","0.00107474%","581"
"0xc1c141ec0277de512decb326904c62b202da11b9","","1,288.99124242 ETH","0.00107339%","8"
"0x3667191e34fb108605f9c8df1b0efe3fc362f0bf","","1,288.81842533 ETH","0.00107325%","8"
"0x2096410b2c0c3d78ed97e5f72cd63aef3aaac7e5","","1,287.51821599 ETH","0.00107217%","30"
"0x78736bb714094a1c6aece713d19148ab4e008c61","","1,287.11965868 ETH","0.00107183%","15"
"0x80596bf6a3467502557ce466933e8c4cba2e0b0b","","1,286.94639371 ETH","0.00107169%","398"
"0x07438c963031bd4a8c4bcbb07ba338aa24e1c912","","1,286.55933848 ETH","0.00107137%","8"
"0x15d2c3719f7dda5ef27d56ad93645ed63d56689a","","1,286.11407826 ETH","0.00107100%","44"
"0x94e64d97340d89534c522fc0d6f7e62eaead3ee9","","1,286.089264 ETH","0.00107098%","6"
"0xebff9b75461fd07b1d0b614ddef1b5af6e512b68","","1,285.79384648 ETH","0.00107073%","140"
"0x83812cbc2483af30ad1fdc9443533eb177b6d623","","1,285.71523232 ETH","0.00107066%","46"
"0x66d1993c907a909eb8c91fe71428cd03aa260814","","1,284.99029413 ETH","0.00107006%","7"
"0x7f755b95ac28e5102308c8b9d52ec20fdf59582e","","1,284.7931711 ETH","0.00106990%","15"
"0x820fa14e2b7fc6dab1b8e9b69b31fc8199e07403","","1,284.70744086 ETH","0.00106982%","1"
"0x5576cd8bc285c5258819d71bcc774712f5ef60a4","","1,284.19393973 ETH","0.00106940%","2"
"0xe85f85d0414da325fca4ab2edc5e7a752245fb0f","","1,283.26019831 ETH","0.00106862%","66"
"0x5b34d6cce60e237872697720a60c96876422761d","","1,283.05416584 ETH","0.00106845%","14"
"0xaecfb1af29b96011ec9aa1ff98d8c49b49bb3ddc","","1,283 ETH","0.00106840%","373"
"0xd8a0c877e50c434ff151115c2cb5e1ec9d195ca1","","1,282.48972783 ETH","0.00106798%","7"
"0xe5f04d458a001e4dde3a2c65114183dc157f95f9","","1,282.45539659 ETH","0.00106795%","112"
"0x0d3283ac30ee8b96a177f3fc13662d5de4465fa2","","1,282.35855967 ETH","0.00106787%","30"
"0xa5377315aaf8205615b25d5790fbb21daff1f071","","1,282.05186353 ETH","0.00106761%","127"
"0x17f020bc9017a0b08bb2b2c44bd8efd938ff10ca","","1,281.69424691 ETH","0.00106732%","12"
"0xee1cc58b2b8501d2615a4b3bee23071d48db9d47","","1,281.68688301 ETH","0.00106731%","3"
"0x32fa0e86cd087dd68d693190f32d93310909ed53","","1,281.63711203 ETH","0.00106727%","27"
"0xe0e97dfa217f22cf41821dafebda725daf70181e","","1,280.22674821 ETH","0.00106609%","2"
"0xdd5da522cfb3441d529cb8f6b4a015ecce75780d","","1,280.10066097 ETH","0.00106599%","2"
"0x914e988050191f6a4a5e9039017df8a678df3ee5","","1,279.6838432 ETH","0.00106564%","3"
"0x0cb1d4a24292bb89862f599ac5b10f42b6de07e4","","1,278.70224465 ETH","0.00106482%","1,308"
"0x4e744d9369a481480bd2072dabee053439e6926a","","1,278.49930744 ETH","0.00106465%","8"
"0x2cb8653d8ce9da841b82074d02532f6ad24a1c58","","1,278.34849898 ETH","0.00106453%","41"
"0x9143de83a0c26081f60773f1bcda4c619bbb7ab6","","1,278.25860202 ETH","0.00106445%","227"
"0xcfaec5ba87f522c3a12d802803f303079dfb8180","","1,277.35926408 ETH","0.00106371%","7"
"0x9c5a8eaf4a85dc7d464cb068b296d5067c1d5c31","","1,276.95 ETH","0.00106336%","5"
"0x7ace13989a8b0b1ad84e22d6ff480e2a43bdd16f","","1,276.66032082 ETH","0.00106312%","38"
"0x45a773bc98bda75bed7238a0192120c402ecaec7","","1,276.38004126 ETH","0.00106289%","4"
"0x8121a83ffddfa4ba22f8003627f3fd948bc45406","","1,275.604 ETH","0.00106224%","2"
"0xbace5a7e2fc96055d463166a9f6ad781c0f35be8","","1,275.42825346 ETH","0.00106210%","586"
"0xb1a32fc9f9d8b2cf86c068cae13108809547ef71","","1,275.15855157 ETH","0.00106187%","4"
"0xc001dbad789d7557bdccfbc1e72c7a247a0be23a","","1,274.21652858 ETH","0.00106109%","2"
"0x70ecc442dc4b8a2e1915ac0fc1b5740f7132abc9","","1,273.58253326 ETH","0.00106056%","4"
"0x31c84a968736fcfe02a9ba274e0fa515a4a6659c","","1,273 ETH","0.00106008%","8"
"0xdbec6b1607899f6271a0592e972c029db62577b4","","1,272.1848 ETH","0.00105940%","70"
"0x110d9878024f9166b7da88f15210f64a9ec1e8b7","","1,272.05435667 ETH","0.00105929%","273"
"0xd9ceec0a0727f61106d015bbafd500fc8978b3cd","","1,271.50574143 ETH","0.00105883%","2"
"0xeae51eb7c176137356825de6bfe84c674713e109","","1,271.17140207 ETH","0.00105855%","41"
